Home,Away,Home_Score,Away_Score,Tournament
Lindenwood,Southeast Missouri State,65,84,OVC  Conf Tournament - First Round
Sam Houston,Stephen F. Austin,64,59,
Presbyterian,Campbell,63,68,Big South  Conf Tournament - First Round
Georgetown,Creighton,59,99,
Southeastern Louisiana,Houston Christian,80,64,
New Orleans,McNeese State,73,80,
UT Arlington,Utah Valley,59,78,
Texas A&M-Corpus Christi,Texas A&M-Commerce,93,88,
Seattle,Utah Tech,56,93,
Tulane,East Carolina,68,83,
Missouri,LSU,81,76,
Rhode Island,Loyola (IL),79,77,
Penn State,Northwestern,68,65,
Incarnate Word,Northwestern State,64,81,
Texas-Rio Grande Valley,California Baptist,70,88,
Southern Indiana,SIU-Edwardsville,54,68,OVC  Conf Tournament - First Round
Utah State,UNLV,91,66,
Wichita State,Houston,66,83,
Arizona State,UCLA,61,79,
Purdue,Wisconsin,63,61,
Arizona,USC,87,81,
North Carolina Central,South Carolina State,71,64,
Jackson State,Arkansas-Pine Bluff,67,63,
Alabama A&M,Grambling,48,60,
Alcorn State,Mississippi Valley State,70,60,
Middle Tennessee,North Texas,50,64,
Florida Atlantic,Rice,103,74,
Alabama State,Southern,52,66,
Stanford,Oregon State,83,60,
Appalachian State,South Alabama,61,68,Sun Belt  Conf Tournament - Second Round
Illinois State,Northern Iowa,62,75,MVC  Conf Tournament - First Round
Evansville,Indiana State,58,97,MVC  Conf Tournament - First Round
Arkansas State,Troy,59,63,Sun Belt  Conf Tournament - Second Round
Boston University,Army,69,71,Patriot  Conf Tournament - Quarterfinals
Texas State,Old Dominion,65,36,Sun Belt  Conf Tournament - Second Round
Loyola (MD),Colgate,73,92,Patriot  Conf Tournament - Quarterfinals
Quinnipiac,Fairfield,82,92,
Norfolk State,Howard,67,87,
Michigan,Illinois,87,91,
Marist,Iona,74,93,
Lipscomb,Kennesaw State,71,80,A-Sun  Conf Tournament - Semifinals
Lafayette,Lehigh,71,64,Patriot  Conf Tournament - Quarterfinals
Eastern Kentucky,Liberty,73,79,A-Sun  Conf Tournament - Semifinals
Florida International,Louisiana Tech,76,77,
Rutgers,Minnesota,74,75,
Coppin State,Morgan State,77,65,
Valparaiso,Murray State,50,78,MVC  Conf Tournament - First Round
American,Navy,52,51,Patriot  Conf Tournament - Quarterfinals
Oakland,Northern Kentucky,74,81,Horizon  Conf Tournament - Quarterfinals
Rider,St. Peter's,73,60,
Manhattan,Siena,67,66,
UCF,Temple,55,57,
Southeast Missouri State,Tennessee State,91,83,OVC  Conf Tournament - Quarterfinals
Robert Morris,Cleveland State,70,75,Horizon  Conf Tournament - Quarterfinals
Louisiana-Monroe,Georgia Southern,57,66,Sun Belt  Conf Tournament - Second Round
Wright State,Milwaukee,70,87,Horizon  Conf Tournament - Quarterfinals
Charlotte,UTSA,73,78,
Detroit Mercy,Youngstown State,66,71,Horizon  Conf Tournament - Quarterfinals
UCSB,UC-Davis,89,86,
UIC,Missouri State,57,74,MVC  Conf Tournament - First Round
California,Oregon,51,84,
San Diego,Portland,74,92,WCC  Conf Tournament - First Round
Memphis,SMU,81,62,
Western Kentucky,UTEP,73,68,
Hawaii,Cal State Northridge,81,55,
UC-Irvine,UC-Riverside,75,65,
Cal Poly,UC-San Diego,,,
Cal State Bakersfield,Long Beach State,61,77,
SIU-Edwardsville,UT-Martin,75,81,OVC  Conf Tournament - Quarterfinals
Pepperdine,Pacific,71,84,WCC  Conf Tournament - First Round
Washington State,Washington,93,84,
Maryland-Eastern Shore,Delaware State,64,58,
East Carolina,Tulane,78,81,
Miami (OH),Buffalo,63,68,
Bowling Green State,Ohio,58,92,
Eastern Michigan,Northern Illinois,66,85,
New Mexico State,Tarleton State,,,
California Baptist,Southern Utah,71,81,
Charleston Southern,UNC Asheville,66,75,Big South  Conf Tournament - Quarterfinals
Northern Iowa,Bradley,66,72,MVC  Conf Tournament - Quarterfinals
Monmouth,Hampton,100,64,CAA  Conf Tournament - First Round
Gardner-Webb,USC Upstate,76,77,Big South  Conf Tournament - Quarterfinals
Indiana State,Belmont,94,91,MVC  Conf Tournament - Quarterfinals
The Citadel,Mercer,41,66,
Campbell,Longwood,81,68,Big South  Conf Tournament - Quarterfinals
Toledo,Ball State,87,81,
VMI,Chattanooga,72,92,
North Dakota,Denver,83,68,Summit  Conf Tournament - First Round
Murray State,Drake,62,74,MVC  Conf Tournament - Quarterfinals
Akron,Kent State,84,89,
Abilene Christian,Sam Houston,54,72,
Central Michigan,Western Michigan,65,81,
Southeast Missouri State,Morehead State,65,58,OVC  Conf Tournament - Semifinals
Winthrop,Radford,69,78,Big South  Conf Tournament - Quarterfinals
Stephen F. Austin,Utah Valley,69,113,
Portland,BYU,71,82,WCC  Conf Tournament - Second Round
Grand Canyon,Utah Tech,71,61,
Omaha,Kansas City,73,61,Summit  Conf Tournament - First Round
Missouri State,Southern Illinois,51,54,MVC  Conf Tournament - Quarterfinals
UT Arlington,Seattle,56,80,
UT-Martin,Tennessee Tech,63,78,OVC  Conf Tournament - Semifinals
New Mexico,Colorado State,84,92,
Pacific,San Francisco,63,80,WCC  Conf Tournament - Second Round
Dayton,Saint Louis,61,65,
Alabama,Texas A&M,61,67,
Kansas,Texas,59,75,
Arizona,UCLA,73,82,
St. John's (NY),Marquette,94,96,
Iowa State,Baylor,73,58,
Kansas State,West Virginia,81,89,
Tennessee,Auburn,70,79,
Louisville,Virginia,60,75,
UConn,Villanova,71,59,
Pitt,Miami (FL),76,78,
Wyoming,San Diego State,50,67,
Butler,Xavier,66,78,
Seton Hall,Providence,82,58,
TCU,Oklahoma,60,74,
Kentucky,Arkansas,88,79,
Florida A&M,Bethune-Cookman,70,91,
Yale,Brown,84,75,
UAB,Charlotte,93,91,
Columbia,Cornell,73,87,
Ohio State,Michigan State,78,84,
Duke,UNC,62,57,
Florida State,Virginia Tech,60,82,
Alcorn State,Arkansas-Pine Bluff,63,58,
Creighton,DePaul,84,70,
Alabama State,Grambling,49,69,
Jackson State,Mississippi Valley State,68,60,
Ole Miss,Missouri,77,82,
Western Kentucky,North Texas,33,67,
Florida International,Rice,90,83,
Alabama A&M,Southern,68,65,
Boise State,Utah State,73,86,
UNLV,Nevada,69,67,
Mercer,Furman,58,73,
USC Upstate,UNC Asheville,62,66,Big South  Conf Tournament - Semifinals
George Mason,Richmond,62,60,
South Alabama,Southern Miss,78,61,Sun Belt  Conf Tournament - Quarterfinals
Elon,William & Mary,51,73,CAA  Conf Tournament - Second Round
Binghamton,UMBC,67,65,AEC  Conf Tournament - Quarterfinals
Bryant,New Hampshire,60,67,AEC  Conf Tournament - Quarterfinals
Georgia,South Carolina,55,61,
Georgia Tech,Boston College,73,65,
Harvard,Dartmouth,82,87,
Monmouth,Drexel,45,64,CAA  Conf Tournament - Second Round
Duquesne,Fordham,60,87,
Loyola (IL),La Salle,76,73,
Mount St. Mary's,Manhattan,74,69,
St. Bonaventure,UMass,60,71,
Campbell,Radford,72,71,Big South  Conf Tournament - Semifinals
Siena,St. Peter's,72,73,
ETSU,Western Carolina,57,69,
Indiana State,Bradley,70,71,MVC  Conf Tournament - Semifinals
Niagara,Canisius,68,81,
Troy,James Madison,72,75,Sun Belt  Conf Tournament - Quarterfinals
Florida Atlantic,Louisiana Tech,76,72,
San Jose State,Air Force,63,61,
VCU,George Washington,74,68,
Maine,UMass-Lowell,54,85,AEC  Conf Tournament - Quarterfinals
Penn,Princeton,69,77,
Long Beach State,UC-Davis,92,93,
Utah,Colorado,60,69,
Wake Forest,Syracuse,63,72,
Southern Illinois,Drake,52,65,MVC  Conf Tournament - Semifinals
LSU,Florida,67,79,
Texas State,Marshall,71,68,Sun Belt  Conf Tournament - Quarterfinals
Sacred Heart,Merrimack,60,71,NEC  Conf Tournament - Semifinals
Stony Brook,North Carolina A&T,76,61,CAA  Conf Tournament - Second Round
Texas Southern,Prairie View,74,78,
Chattanooga,Samford,85,82,
Oklahoma State,Texas Tech,71,68,
Chicago State,Fresno State,72,108,
Quinnipiac,Marist,88,76,
North Dakota,Oral Roberts,80,96,Summit  Conf Tournament - Quarterfinals
Idaho,Northern Arizona,76,87,Big Sky  Conf Tournament - First Round
Iona,Rider,80,78,
NJIT,Vermont,57,84,AEC  Conf Tournament - Quarterfinals
Notre Dame,Clemson,64,87,
Northeastern,Delaware,74,77,CAA  Conf Tournament - Second Round
Saint Francis (PA),FDU,50,70,NEC  Conf Tournament - Semifinals
Georgia Southern,Louisiana,49,67,Sun Belt  Conf Tournament - Quarterfinals
Wofford,UNC Greensboro,67,66,
California,Oregon State,66,69,
Davidson,Rhode Island,68,54,
Southeast Missouri State,Tennessee Tech,89,82,OVC  Conf Tournament - Championship
Mississippi State,Vanderbilt,72,77,
UC-San Diego,Cal State Fullerton,,,
Cal State Bakersfield,UC-Irvine,44,52,
Omaha,South Dakota State,55,63,Summit  Conf Tournament - Quarterfinals
Stanford,Oregon,68,73,
Middle Tennessee,UTEP,65,77,
UC-Riverside,Cal Poly,73,72,
Hawaii,UCSB,61,81,
BYU,Loyola Marymount,73,63,WCC  Conf Tournament - Quarterfinals
Northern Colorado,Portland State,84,80,Big Sky  Conf Tournament - First Round
Arizona State,USC,65,68,
Houston,Memphis,67,65,
Illinois,Purdue,71,76,
Michigan,Indiana,73,75,
Maryland,Penn State,64,65,
San Francisco,Santa Clara,93,87,WCC  Conf Tournament
William & Mary,Hofstra,46,94,CAA  Conf Tournament - Quarterfinals
Campbell,UNC Asheville,73,77,Big South  Conf Tournament - Championship
Drake,Bradley,77,51,MVC  Conf Tournament - Championship
East Carolina,UCF,58,84,
SMU,Cincinnati,74,97,
Army,Colgate,74,91,Patriot  Conf Tournament - Semifinals
Nebraska,Iowa,81,77,
Drexel,UNC Wilmington,68,73,CAA  Conf Tournament - Quarterfinals
Temple,Tulane,82,83,
Liberty,Kennesaw State,66,67,A-Sun  Conf Tournament - Championship
South Florida,Wichita State,49,69,
Western Carolina,Furman,80,83,
American,Lafayette,76,84,Patriot  Conf Tournament - Semifinals
Stony Brook,College of Charleston,52,74,CAA  Conf Tournament - Quarterfinals
South Alabama,James Madison,75,66,Sun Belt  Conf Tournament - Semifinals
Texas A&M-Commerce,McNeese State,78,79,Southland  Conf Tournament - First Round
Chattanooga,Wofford,74,62,
Northern Arizona,Eastern Washington,81,80,Big Sky  Conf Tournament - Quarterfinals
Wisconsin,Minnesota,71,67,
Northwestern,Rutgers,65,53,
St. Thomas,Western Illinois,67,60,Summit  Conf Tournament - Quarterfinals
New Orleans,Houston Christian,90,69,Southland  Conf Tournament - First Round
Texas State,Louisiana,58,64,Sun Belt  Conf Tournament - Semifinals
Delaware,Towson,60,86,CAA  Conf Tournament - Quarterfinals
South Dakota,North Dakota State,68,70,Summit  Conf Tournament - Quarterfinals
Northern Colorado,Montana State,73,84,Big Sky  Conf Tournament - Quarterfinals
San Francisco,Gonzaga,73,84,WCC  Conf Tournament - Semifinals
BYU,Saint Mary's,69,76,WCC  Conf Tournament - Semifinals
UNC Wilmington,Hofstra,79,73,CAA  Conf Tournament - Semifinals
Nicholls State,McNeese State,71,77,Southland  Conf Tournament - Quarterfinals
Chattanooga,Furman,79,88,
South Alabama,Louisiana,66,71,Sun Belt  Conf Tournament - Championship
Idaho State,Montana,74,83,Big Sky  Conf Tournament - Quarterfinals
St. Thomas,Oral Roberts,65,70,Summit  Conf Tournament - Semifinals
Northern Kentucky,Youngstown State,75,63,Horizon  Conf Tournament - Semifinals
Towson,College of Charleston,72,77,CAA  Conf Tournament - Semifinals
New Orleans,Southeastern Louisiana,82,78,Southland  Conf Tournament - Quarterfinals
Cleveland State,Milwaukee,93,80,Horizon  Conf Tournament - Semifinals
North Dakota State,South Dakota State,89,79,Summit  Conf Tournament - Semifinals
Sacramento State,Weber State,64,70,Big Sky  Conf Tournament - Quarterfinals
Gonzaga,Saint Mary's,77,51,WCC  Conf Tournament - Championship
UMass,Richmond,38,71,A-10  Conf Tournament - First Round
Georgia Tech,Florida State,61,60,ACC  Conf Tournament - First Round
Loyola (IL),St. Joseph's,67,72,A-10  Conf Tournament - First Round
Abilene Christian,California Baptist,62,69,WAC  Conf Tournament - First Round
Louisville,Boston College,62,80,ACC  Conf Tournament - First Round
Rhode Island,La Salle,56,73,A-10  Conf Tournament - First Round
UT Arlington,Grand Canyon,77,82,WAC  Conf Tournament - First Round
Canisius,Mount St. Mary's,66,67,MAAC  Conf Tournament - First Round
New Hampshire,UMass-Lowell,64,75,AEC  Conf Tournament - Semifinals
Texas A&M-Corpus Christi,McNeese State,80,63,Southland  Conf Tournament - Semifinals
Northern Kentucky,Cleveland State,63,61,Horizon  Conf Tournament - Championship
UNC Wilmington,College of Charleston,58,63,CAA  Conf Tournament - Championship
St. Peter's,Fairfield,70,52,MAAC  Conf Tournament - First Round
FDU,Merrimack,66,67,NEC  Conf Tournament - Championship
Binghamton,Vermont,57,79,AEC  Conf Tournament - Semifinals
Notre Dame,Virginia Tech,64,67,ACC  Conf Tournament - First Round
Northern Arizona,Montana,83,71,Big Sky  Conf Tournament - Semifinals
Cal State Northridge,Cal State Bakersfield,47,51,Big West  Conf Tournament - First Round
Marist,Manhattan,61,50,MAAC  Conf Tournament - First Round
New Orleans,Northwestern State,70,74,Southland  Conf Tournament - Semifinals
North Dakota State,Oral Roberts,58,92,Summit  Conf Tournament - Championship
Texas-Rio Grande Valley,Tarleton State,70,74,WAC  Conf Tournament - First Round
Cal Poly,Long Beach State,88,68,Big West  Conf Tournament - First Round
Weber State,Montana State,58,60,Big Sky  Conf Tournament - Semifinals
Utah Tech,Stephen F. Austin,80,76,WAC  Conf Tournament - First Round
St. Bonaventure,Davidson,54,65,A-10  Conf Tournament - Second Round
Wake Forest,Syracuse,77,74,ACC  Conf Tournament - Second Round
Fresno State,Colorado State,65,67,MWC  Conf Tournament - First Round
Richmond,George Mason,57,62,A-10  Conf Tournament - Second Round
Georgia Tech,Pitt,81,89,ACC  Conf Tournament - Second Round
Bethune-Cookman,Grambling,72,87,SWAC  Conf Tournament - Quarterfinals
Butler,St. John's (NY),63,76,Big East  Conf Tournament - First Round
Colorado,Washington,74,68,Pac-12  Conf Tournament - First Round
Air Force,UNLV,70,78,MWC  Conf Tournament - First Round
St. Joseph's,George Washington,87,76,A-10  Conf Tournament - Second Round
DePaul,Seton Hall,66,65,Big East  Conf Tournament - First Round
Northwestern State,Texas A&M-Corpus Christi,71,75,Southland  Conf Tournament - Championship
California,Washington State,52,69,Pac-12  Conf Tournament - First Round
South Carolina State,Howard,55,91,MEAC  Conf Tournament - Quarterfinals
UTEP,Western Kentucky,67,73,CUSA  Conf Tournament - First Round
Ohio State,Wisconsin,65,57,Big Ten  Conf Tournament - First Round
Lafayette,Colgate,61,79,Patriot  Conf Tournament - Championship
La Salle,Duquesne,81,70,A-10  Conf Tournament - Second Round
Mount St. Mary's,Iona,54,74,MAAC  Conf Tournament - Quarterfinals
Wyoming,New Mexico,76,87,MWC  Conf Tournament - First Round
Boston College,UNC,61,85,ACC  Conf Tournament - Second Round
Ole Miss,South Carolina,67,61,SEC  Conf Tournament - First Round
Texas Tech,West Virginia,62,78,Big 12  Conf Tournament - First Round
Delaware State,North Carolina Central,59,89,MEAC  Conf Tournament - Quarterfinals
Georgetown,Villanova,48,80,Big East  Conf Tournament - First Round
Texas Southern,Alcorn State,66,62,SWAC  Conf Tournament - Quarterfinals
Louisiana Tech,Florida International,81,76,CUSA  Conf Tournament - First Round
LSU,Georgia,72,67,SEC  Conf Tournament - First Round
Minnesota,Nebraska,78,75,Big Ten  Conf Tournament - First Round
Virginia Tech,NC State,77,97,ACC  Conf Tournament - Second Round
Oklahoma,Oklahoma State,49,57,Big 12  Conf Tournament - First Round
UTSA,Rice,71,72,CUSA  Conf Tournament - First Round
St. Peter's,Rider,70,62,MAAC  Conf Tournament - Quarterfinals
Stanford,Utah,73,62,Pac-12  Conf Tournament - First Round
Oregon State,Arizona State,57,63,Pac-12  Conf Tournament - First Round
Northern Arizona,Montana State,78,85,Big Sky  Conf Tournament - Championship
Colorado,UCLA,69,80,Pac-12  Conf Tournament - Quarterfinals
West Virginia,Kansas,61,78,Big 12  Conf Tournament - Quarterfinals
Marquette,St. John's (NY),72,70,Big East  Conf Tournament - Quarterfinals
Oklahoma State,Texas,47,61,Big 12  Conf Tournament - Quarterfinals
Stanford,Arizona,84,95,Pac-12  Conf Tournament - Quarterfinals
Iowa State,Baylor,78,72,Big 12  Conf Tournament - Quarterfinals
Providence,UConn,66,73,Big East  Conf Tournament - Quarterfinals
TCU,Kansas State,80,67,Big 12  Conf Tournament - Quarterfinals
UNC,Virginia,59,68,ACC  Conf Tournament - Quarterfinals
Wake Forest,Miami (FL),72,74,ACC  Conf Tournament - Quarterfinals
DePaul,Xavier,84,89,Big East  Conf Tournament - Quarterfinals
Ole Miss,Tennessee,55,70,SEC  Conf Tournament - Second Round
Colorado State,San Diego State,61,64,MWC  Conf Tournament - Quarterfinals
Pitt,Duke,69,96,ACC  Conf Tournament - Quarterfinals
Villanova,Creighton,74,87,Big East  Conf Tournament - Quarterfinals
Miami (OH),Toledo,75,91,MAC  Conf Tournament - Quarterfinals
Davidson,VCU,53,71,A-10  Conf Tournament - Quarterfinals
Rutgers,Michigan,62,50,Big Ten  Conf Tournament - Second Round
East Carolina,South Florida,73,58,AAC  Conf Tournament - First Round
Ohio,Ball State,90,70,MAC  Conf Tournament - Quarterfinals
Mississippi State,Florida,69,68,SEC  Conf Tournament - Second Round
SMU,UCF,70,76,AAC  Conf Tournament - First Round
Ohio State,Iowa,73,69,Big Ten  Conf Tournament - Second Round
George Mason,Saint Louis,54,82,A-10  Conf Tournament - Quarterfinals
Cal State Bakersfield,UC-Irvine,51,75,Big West  Conf Tournament - Quarterfinals
Prairie View,Jackson State,60,62,SWAC  Conf Tournament - Quarterfinals
California Baptist,Sam Houston,51,64,WAC  Conf Tournament - Quarterfinals
Northern Illinois,Kent State,57,76,MAC  Conf Tournament - Quarterfinals
Hawaii,Cal State Fullerton,60,62,Big West  Conf Tournament - Quarterfinals
St. Joseph's,Dayton,54,60,A-10  Conf Tournament - Quarterfinals
San Jose State,Nevada,81,77,MWC  Conf Tournament - Quarterfinals
Washington State,Oregon,70,75,Pac-12  Conf Tournament - Quarterfinals
Grand Canyon,Seattle,84,79,WAC  Conf Tournament - Quarterfinals
Buffalo,Akron,77,101,MAC  Conf Tournament - Quarterfinals
Western Kentucky,Florida Atlantic,51,75,CUSA  Conf Tournament - Quarterfinals
Penn State,Illinois,79,76,Big Ten  Conf Tournament - Second Round
Morgan State,Maryland-Eastern Shore,64,80,MEAC  Conf Tournament - Quarterfinals
Arkansas,Auburn,76,73,SEC  Conf Tournament - Second Round
La Salle,Fordham,61,69,A-10  Conf Tournament - Quarterfinals
Charlotte,Middle Tennessee,65,66,CUSA  Conf Tournament - Quarterfinals
Marist,Quinnipiac,75,59,MAAC  Conf Tournament - Quarterfinals
Tulsa,Wichita State,63,81,AAC  Conf Tournament - First Round
Coppin State,Norfolk State,56,73,MEAC  Conf Tournament - Quarterfinals
Rice,UAB,60,87,CUSA  Conf Tournament - Quarterfinals
Cal Poly,UCSB,54,64,Big West  Conf Tournament - Quarterfinals
NC State,Clemson,54,80,ACC  Conf Tournament - Quarterfinals
Minnesota,Maryland,54,70,Big Ten  Conf Tournament - Second Round
Boise State,UNLV,87,76,MWC  Conf Tournament - Quarterfinals
Louisiana Tech,North Texas,46,74,CUSA  Conf Tournament - Quarterfinals
Niagara,Siena,71,65,MAAC  Conf Tournament - Quarterfinals
Alabama A&M,Southern,77,63,SWAC  Conf Tournament - Quarterfinals
Tarleton State,Utah Valley,58,72,WAC  Conf Tournament - Quarterfinals
LSU,Vanderbilt,68,77,SEC  Conf Tournament - Second Round
UC-Davis,UC-Riverside,52,68,Big West  Conf Tournament - Quarterfinals
Arizona State,USC,77,72,Pac-12  Conf Tournament - Quarterfinals
Utah Tech,Southern Utah,75,76,WAC  Conf Tournament - Quarterfinals
New Mexico,Utah State,76,91,MWC  Conf Tournament - Quarterfinals
East Carolina,Houston,46,60,AAC  Conf Tournament - Quarterfinals
Oregon,UCLA,56,75,Pac-12  Conf Tournament - Semifinals
Iowa State,Kansas,58,71,Big 12  Conf Tournament - Semifinals
Mississippi State,Alabama,49,72,SEC  Conf Tournament - Quarterfinals
Rutgers,Purdue,65,70,Big Ten  Conf Tournament - Quarterfinals
UConn,Marquette,68,70,Big East  Conf Tournament - Semifinals
TCU,Texas,60,66,Big 12  Conf Tournament - Semifinals
Arizona State,Arizona,59,78,Pac-12  Conf Tournament - Semifinals
Clemson,Virginia,56,76,ACC  Conf Tournament - Semifinals
Duke,Miami (FL),85,78,ACC  Conf Tournament - Semifinals
Creighton,Xavier,60,82,Big East  Conf Tournament - Semifinals
Tennessee,Missouri,71,79,SEC  Conf Tournament - Quarterfinals
Arkansas,Texas A&M,61,67,SEC  Conf Tournament - Quarterfinals
Maryland,Indiana,60,70,Big Ten  Conf Tournament - Quarterfinals
San Jose State,San Diego State,49,64,MWC  Conf Tournament - Semifinals
Vanderbilt,Kentucky,80,73,SEC  Conf Tournament - Quarterfinals
Middle Tennessee,Florida Atlantic,65,68,CUSA  Conf Tournament - Semifinals
Ohio State,Michigan State,68,58,Big Ten  Conf Tournament - Quarterfinals
Texas Southern,Alabama A&M,74,61,SWAC  Conf Tournament - Semifinals
Temple,Cincinnati,54,84,AAC  Conf Tournament - Quarterfinals
UAB,North Texas,76,69,CUSA  Conf Tournament - Semifinals
Ohio,Toledo,75,82,MAC  Conf Tournament - Semifinals
Maryland-Eastern Shore,Howard,55,74,MEAC  Conf Tournament - Semifinals
Niagara,Iona,59,71,MAAC  Conf Tournament - Semifinals
Penn State,Northwestern,67,65,Big Ten  Conf Tournament - Quarterfinals
Akron,Kent State,73,79,MAC  Conf Tournament - Semifinals
UCF,Memphis,76,81,AAC  Conf Tournament - Quarterfinals
Norfolk State,North Carolina Central,72,65,MEAC  Conf Tournament - Semifinals
Marist,St. Peter's,69,57,MAAC  Conf Tournament - Semifinals
Utah State,Boise State,72,62,MWC  Conf Tournament - Championship
Cal State Fullerton,UC-Irvine,83,80,Big West  Conf Tournament - Semifinals
Jackson State,Grambling,69,78,SWAC  Conf Tournament - Semifinals
